layout,tile_count,total_cells,capacity,score_min,score_max,method_min,method_max,n_solvable,n_total,min_layout,min_inter,min_intra,min_cover100,min_pickdiv,max_layout,max_inter,max_intra,max_cover100,max_pickdiv
NewLayout_L77.json,8,69,23,0.79,19.98,eng,custom,17,17,2.64,0.0,0.0,0,0,2.64,7.1,2.86,17,8
NewLayout_L77.json,9,69,23,0.79,23.24,eng,custom,14,14,2.64,0.0,0.0,0,0,2.64,11.54,4.79,17,8
NewLayout_L77.json,10,69,23,0.79,27.99,custom,custom,17,17,2.64,0.0,0.0,0,0,2.64,19.28,10.11,13,7
NewLayout_L77.json,11,69,23,7.82,34.97,eng,custom,16,16,2.64,2.75,2.0,2,6,2.64,17.98,9.39,24,10
NewLayout_L77.json,12,69,23,14.45,43.54,eng,eng,16,16,2.64,7.89,4.89,4,8,2.64,29.5,11.0,29,11
NewLayout_L77.json,13,69,23,12.22,45.1,custom,custom,13,13,2.64,6.06,3.11,5,7,2.64,31.29,16.02,24,9
NewLayout_L77.json,14,69,23,15.54,46.37,custom,eng,13,13,2.64,9.89,5.78,5,6,2.64,31.5,14.33,28,10
NewLayout_L77.json,15,69,23,31.99,54.95,custom,custom,12,13,2.64,19.11,8.67,18,12,2.64,37.53,19.5,29,12
NewLayout_L77.json,16,69,23,29.24,53.53,custom,custom,10,12,2.64,17.56,9.78,14,10,2.64,36.61,20.56,27,10
NewLayout_L77.json,17,69,23,38.82,57.59,custom,custom,8,13,2.64,24.67,15.33,18,9,2.64,40.5,22.44,27,12
NewLayout_L77.json,18,69,23,49.21,63.36,custom,custom,11,14,2.64,34.67,18.72,23,11,2.64,46.67,26.17,29,10
NewLayout_L77.json,19,69,23,48.83,64.79,custom,custom,6,13,2.64,33.58,18.67,23,11,2.64,50.33,26.5,29,10
NewLayout_L77.json,20,69,23,56.59,61.56,custom,custom,3,12,2.64,46.67,19.0,28,12,2.64,50.67,23.17,29,10
NewLayout_L78.json,2,72,24,0.94,0.94,eng,eng,18,18,3.12,0.0,0.0,0,0,3.12,0.0,0.0,0,0
NewLayout_L78.json,3,72,24,0.94,0.94,eng,eng,18,18,3.12,0.0,0.0,0,0,3.12,0.0,0.0,0,0
NewLayout_L78.json,4,72,24,0.94,5.74,eng,eng,18,18,3.12,0.0,0.0,0,0,3.12,1.89,1.04,2,4
NewLayout_L78.json,5,72,24,0.94,1.76,eng,custom,18,18,3.12,0.0,0.0,0,0,3.12,0.33,0.22,0,1
NewLayout_L78.json,6,72,24,0.94,11.54,eng,eng,18,18,3.12,0.0,0.0,0,0,3.12,7.75,3.28,5,4
NewLayout_L78.json,7,72,24,0.94,13.22,eng,eng,18,18,3.12,0.0,0.0,0,0,3.12,7.98,3.79,6,5
NewLayout_L78.json,8,72,24,0.94,17.8,eng,eng,18,18,3.12,0.0,0.0,0,0,3.12,10.98,6.87,7,5
NewLayout_L78.json,9,72,24,0.94,17.0,eng,eng,18,18,3.12,0.0,0.0,0,0,3.12,9.39,6.25,5,8
NewLayout_L78.json,10,72,24,0.94,32.08,custom,custom,15,15,3.12,0.0,0.0,0,0,3.12,17.22,6.47,25,9
NewLayout_L78.json,11,72,24,6.45,29.75,custom,eng,17,17,3.12,2.67,2.11,1,4,3.12,16.42,8.08,18,10
NewLayout_L78.json,12,72,24,0.94,46.57,eng,eng,18,18,3.12,0.0,0.0,0,0,3.12,31.06,15.11,27,10
NewLayout_L78.json,13,72,24,20.03,45.58,custom,custom,14,14,3.12,8.64,5.31,12,8,3.12,31.39,17.72,20,11
NewLayout_L78.json,14,72,24,16.09,52.27,custom,eng,14,15,3.12,7.44,4.72,7,8,3.12,37.0,20.83,24,10
NewLayout_L78.json,15,72,24,16.92,59.0,custom,eng,14,14,3.12,6.61,5.5,5,11,3.12,43.67,22.17,28,12
NewLayout_L78.json,16,72,24,29.69,61.17,custom,custom,11,16,3.12,17.06,10.33,13,11,3.12,45.72,23.11,29,12
NewLayout_L78.json,17,72,24,45.8,74.07,eng,eng,9,14,3.12,33.33,19.17,17,11,3.12,52.33,32.33,31,13
NewLayout_L78.json,18,72,24,48.64,73.02,custom,eng,7,15,3.12,37.0,19.5,21,9,3.12,55.5,30.33,31,13
NewLayout_L78.json,19,72,24,54.04,66.69,custom,custom,3,12,3.12,35.06,22.39,22,14,3.12,46.67,28.56,27,14
NewLayout_L78.json,20,72,24,55.29,77.85,custom,eng,3,15,3.12,40.83,24.5,21,10,3.12,55.89,36.44,27,15
NewLayout_L78.json,21,72,24,60.07,76.23,eng,custom,4,14,3.12,43.67,26.33,22,13,3.12,61.83,34.44,28,11
NewLayout_L78.json,22,72,24,78.0,78.0,custom,custom,1,15,3.12,64.33,31.67,31,15,3.12,64.33,31.67,31,15
NewLayout_L78.json,23,72,24,80.09,86.12,eng,eng,2,14,3.12,64.83,36.5,27,14,3.12,70.83,38.83,31,13
NewLayout_L78.json,24,72,24,86.1,88.87,custom,eng,3,15,3.12,74.67,36.67,31,15,3.12,73.33,39.33,31,16
NewLayout_L79.json,2,99,33,1.71,1.71,eng,eng,18,18,5.69,0.0,0.0,0,0,5.69,0.0,0.0,0,0
NewLayout_L79.json,3,99,33,1.71,1.71,eng,eng,18,18,5.69,0.0,0.0,0,0,5.69,0.0,0.0,0,0
NewLayout_L79.json,4,99,33,1.71,1.71,eng,eng,18,18,5.69,0.0,0.0,0,0,5.69,0.0,0.0,0,0
NewLayout_L79.json,5,99,33,1.71,1.71,eng,eng,18,18,5.69,0.0,0.0,0,0,5.69,0.0,0.0,0,0
NewLayout_L79.json,6,99,33,1.71,7.51,eng,eng,18,18,5.69,0.0,0.0,0,0,5.69,1.66,1.1,2,6
NewLayout_L79.json,7,99,33,1.71,32.35,eng,custom,18,18,5.69,0.0,0.0,0,0,5.69,30.64,7.06,19,6
NewLayout_L79.json,8,99,33,1.71,38.84,eng,custom,18,18,5.69,0.0,0.0,0,0,5.69,37.9,8.97,23,6
NewLayout_L79.json,9,99,33,1.71,44.53,custom,custom,18,18,5.69,0.0,0.0,0,0,5.69,41.74,11.8,25,7
NewLayout_L79.json,10,99,33,5.23,55.08,custom,eng,18,18,5.69,0.97,0.73,0,5,5.69,55.42,15.44,28,9
NewLayout_L79.json,11,99,33,7.78,60.17,eng,eng,18,18,5.69,2.11,1.44,0,8,5.69,63.22,18.69,28,8
NewLayout_L79.json,12,99,33,9.15,67.69,eng,custom,18,18,5.69,4.19,2.58,1,6,5.69,64.37,24.88,28,10
NewLayout_L79.json,13,99,33,37.38,74.96,eng,custom,16,16,5.69,36.72,12.36,13,9,5.69,71.96,29.87,28,10
NewLayout_L79.json,14,99,33,34.55,79.36,eng,eng,17,17,5.69,26.22,12.78,12,10,5.69,83.94,31.17,28,9
NewLayout_L79.json,15,99,33,55.21,85.61,custom,custom,18,18,5.69,56.31,20.11,20,9,5.69,83.42,36.08,28,12
NewLayout_L79.json,16,99,33,54.35,84.17,custom,custom,16,18,5.69,53.03,22.14,16,10,5.69,89.47,36.72,24,9
NewLayout_L79.json,17,99,33,69.04,89.66,custom,eng,12,13,5.69,77.01,28.23,20,8,5.69,93.28,37.67,28,11
NewLayout_L79.json,18,99,33,69.07,96.77,custom,eng,7,15,5.69,67.44,31.03,16,13,5.69,103.67,42.17,28,10
NewLayout_L79.json,19,99,33,69.77,102.6,custom,custom,8,15,5.69,71.67,30.67,19,9,5.69,107.72,46.78,28,10
NewLayout_L79.json,20,99,33,91.07,99.75,eng,custom,3,13,5.69,100.67,40.17,25,8,5.69,108.22,44.78,28,8
NewLayout_L79.json,21,99,33,99.8,106.57,custom,eng,2,13,5.69,111.39,45.28,24,10,5.69,117.44,47.83,28,10
NewLayout_L79.json,22,99,33,105.81,110.57,custom,custom,2,13,5.69,114.89,48.33,28,9,5.69,117.53,51.31,28,11
NewLayout_L79.json,23,99,33,101.29,116.94,custom,eng,2,13,5.69,116.5,46.33,23,9,5.69,128.67,54.33,28,11
NewLayout_L8.json,2,66,22,0.8,0.8,eng,eng,18,18,2.67,0.0,0.0,0,0,2.67,0.0,0.0,0,0
NewLayout_L8.json,3,66,22,0.8,0.8,eng,eng,18,18,2.67,0.0,0.0,0,0,2.67,0.0,0.0,0,0
NewLayout_L8.json,4,66,22,0.8,0.8,eng,eng,18,18,2.67,0.0,0.0,0,0,2.67,0.0,0.0,0,0
NewLayout_L8.json,5,66,22,0.8,3.51,eng,eng,18,18,2.67,0.0,0.0,0,0,2.67,0.69,0.5,0,4
NewLayout_L8.json,6,66,22,0.8,4.13,eng,custom,18,18,2.67,0.0,0.0,0,0,2.67,0.68,0.62,0,5
NewLayout_L8.json,7,66,22,0.8,5.89,eng,eng,18,18,2.67,0.0,0.0,0,0,2.67,1.72,1.08,0,7
NewLayout_L8.json,8,66,22,0.8,9.68,eng,custom,18,18,2.67,0.0,0.0,0,0,2.67,4.36,2.78,3,6
NewLayout_L8.json,9,66,22,0.8,13.11,eng,eng,18,18,2.67,0.0,0.0,0,0,2.67,9.33,4.11,4,6
NewLayout_L8.json,10,66,22,0.8,16.5,eng,eng,18,18,2.67,0.0,0.0,0,0,2.67,11.0,6.0,4,8
NewLayout_L8.json,11,66,22,0.8,23.23,eng,custom,19,19,2.67,0.0,0.0,0,0,2.67,17.22,10.36,4,9
NewLayout_L8.json,12,66,22,7.22,24.75,custom,custom,17,17,2.67,4.17,2.67,0,5,2.67,19.64,10.56,5,9
NewLayout_L8.json,13,66,22,4.97,37.2,eng,eng,17,17,2.67,1.67,1.17,0,5,2.67,29.67,15.5,10,12
NewLayout_L8.json,14,66,22,12.25,37.58,custom,eng,16,16,2.67,7.83,5.0,1,7,2.67,28.28,17.0,8,13
NewLayout_L8.json,15,66,22,10.64,39.8,custom,eng,15,18,2.67,5.94,4.56,0,7,2.67,32.0,17.5,9,13
NewLayout_L8.json,16,66,22,16.77,46.67,eng,eng,14,15,2.67,10.33,7.17,2,9,2.67,38.67,21.17,11,13
NewLayout_L8.json,17,66,22,11.25,44.57,eng,custom,10,18,2.67,6.5,4.0,0,9,2.67,34.0,21.17,9,14
NewLayout_L8.json,18,66,22,38.43,43.01,eng,custom,4,18,2.67,34.0,17.83,6,12,2.67,38.28,18.72,10,12
NewLayout_L8.json,19,66,22,32.88,58.52,custom,custom,6,16,2.67,25.83,15.83,5,11,2.67,49.5,28.17,12,15
NewLayout_L8.json,20,66,22,29.02,52.13,eng,custom,2,16,2.67,22.83,14.17,2,12,2.67,44.33,23.33,12,15
NewLayout_L8.json,21,66,22,45.2,57.07,custom,eng,2,17,2.67,45.0,19.5,9,12,2.67,53.33,26.67,11,14
NewLayout_L8.json,22,66,22,57.37,57.37,eng,eng,1,20,2.67,52.67,27.67,11,13,2.67,52.67,27.67,11,13
NewLayout_L80.json,2,69,23,1.33,1.33,eng,eng,18,18,4.45,0.0,0.0,0,0,4.45,0.0,0.0,0,0
NewLayout_L80.json,3,69,23,1.33,1.33,eng,eng,18,18,4.45,0.0,0.0,0,0,4.45,0.0,0.0,0,0
NewLayout_L80.json,4,69,23,1.33,2.79,eng,custom,18,18,4.45,0.0,0.0,0,0,4.45,0.42,0.33,0,2
NewLayout_L80.json,5,69,23,1.33,9.61,eng,custom,18,18,4.45,0.0,0.0,0,0,4.45,2.99,1.18,7,4
NewLayout_L80.json,6,69,23,1.33,25.9,eng,custom,18,18,4.45,0.0,0.0,0,0,4.45,13.25,4.39,22,6
NewLayout_L80.json,7,69,23,1.33,28.84,custom,custom,18,18,4.45,0.0,0.0,0,0,4.45,15.16,5.66,23,7
NewLayout_L80.json,8,69,23,1.33,39.61,eng,custom,18,18,4.45,0.0,0.0,0,0,4.45,24.25,9.5,30,7
NewLayout_L80.json,9,69,23,1.33,41.07,eng,eng,18,18,4.45,0.0,0.0,0,0,4.45,28.08,11.61,27,7
NewLayout_L80.json,10,69,23,2.7,57.64,custom,custom,18,18,4.45,0.28,0.28,0,2,4.45,37.8,18.87,36,9
NewLayout_L80.json,11,69,23,12.68,58.38,eng,eng,17,18,4.45,5.17,3.5,3,9,4.45,42.67,19.25,35,8
NewLayout_L80.json,12,69,23,32.15,66.06,eng,eng,15,16,4.45,20.11,11.78,15,8,4.45,49.83,24.28,35,9
NewLayout_L80.json,13,69,23,37.4,71.75,custom,eng,16,16,4.45,28.5,10.92,21,8,4.45,52.11,25.28,40,11
NewLayout_L80.json,14,69,23,41.5,68.33,eng,custom,11,15,4.45,28.33,15.17,20,9,4.45,51.44,26.67,34,9
NewLayout_L80.json,15,69,23,41.36,77.85,custom,eng,8,15,4.45,32.22,15.56,18,8,4.45,60.5,31.17,37,10
NewLayout_L80.json,16,69,23,76.28,81.16,custom,custom,2,14,4.45,63.17,30.0,35,10,4.45,63.94,36.44,32,10
NewLayout_L80.json,17,69,23,78.65,78.65,eng,eng,1,15,4.45,62.83,33.17,33,11,4.45,62.83,33.17,33,11
NewLayout_L80.json,18,69,23,58.3,58.3,custom,custom,1,15,4.45,46.44,24.83,22,10,4.45,46.44,24.83,22,10
NewLayout_L81.json,2,72,24,1.73,1.73,eng,eng,18,18,5.78,0.0,0.0,0,0,5.78,0.0,0.0,0,0
NewLayout_L81.json,3,72,24,1.73,1.73,eng,eng,18,18,5.78,0.0,0.0,0,0,5.78,0.0,0.0,0,0
NewLayout_L81.json,4,72,24,1.73,4.49,eng,eng,18,18,5.78,0.0,0.0,0,0,5.78,1.53,0.7,1,2
NewLayout_L81.json,5,72,24,1.73,6.49,eng,custom,18,18,5.78,0.0,0.0,0,0,5.78,0.95,0.67,3,4
NewLayout_L81.json,6,72,24,1.73,10.04,eng,custom,18,18,5.78,0.0,0.0,0,0,5.78,2.16,1.66,5,6
NewLayout_L81.json,7,72,24,1.73,34.31,eng,custom,18,18,5.78,0.0,0.0,0,0,5.78,18.29,8.49,26,6
NewLayout_L81.json,8,72,24,1.73,50.35,custom,eng,18,18,5.78,0.0,0.0,0,0,5.78,35.72,13.5,34,8
NewLayout_L81.json,9,72,24,9.81,62.82,eng,eng,18,18,5.78,3.36,1.67,4,6,5.78,44.67,20.89,38,8
NewLayout_L81.json,10,72,24,12.95,54.2,eng,custom,18,18,5.78,3.72,2.5,6,8,5.78,39.26,19.79,29,7
NewLayout_L81.json,11,72,24,19.32,72.58,eng,eng,18,18,5.78,7.39,4.17,12,8,5.78,55.94,25.67,39,10
NewLayout_L81.json,12,72,24,18.82,76.22,custom,custom,19,19,5.78,10.28,6.3,7,7,5.78,57.42,28.36,39,11
NewLayout_L81.json,13,72,24,58.75,87.08,custom,custom,15,15,5.78,45.18,22.07,29,8,5.78,70.17,32.5,43,12
NewLayout_L81.json,14,72,24,57.27,84.26,eng,custom,13,15,5.78,44.33,23.33,24,9,5.78,72.94,33.44,37,10
NewLayout_L81.json,15,72,24,65.1,97.09,eng,custom,10,15,5.78,48.33,29.67,27,6,5.78,76.83,45.11,37,10
NewLayout_L81.json,16,72,24,76.03,112.63,custom,eng,7,16,5.78,61.28,35.11,28,8,5.78,95.33,51.0,43,11
NewLayout_L81.json,17,72,24,74.67,104.87,custom,eng,4,15,5.78,61.94,30.06,33,9,5.78,91.67,44.33,43,11
NewLayout_L81.json,19,72,24,94.32,94.32,custom,custom,1,15,5.78,77.5,43.83,35,9,5.78,77.5,43.83,35,9
NewLayout_L82.json,2,72,24,1.1,1.1,eng,eng,18,18,3.68,0.0,0.0,0,0,3.68,0.0,0.0,0,0
NewLayout_L82.json,3,72,24,1.1,1.1,eng,eng,18,18,3.68,0.0,0.0,0,0,3.68,0.0,0.0,0,0
NewLayout_L82.json,4,72,24,1.1,1.1,eng,eng,18,18,3.68,0.0,0.0,0,0,3.68,0.0,0.0,0,0
NewLayout_L82.json,5,72,24,1.1,3.18,eng,custom,18,18,3.68,0.0,0.0,0,0,3.68,0.65,0.38,0,3
NewLayout_L82.json,6,72,24,1.1,7.23,eng,custom,18,18,3.68,0.0,0.0,0,0,3.68,2.5,2.28,1,5
NewLayout_L82.json,7,72,24,1.1,8.61,eng,custom,18,18,3.68,0.0,0.0,0,0,3.68,4.02,2.71,1,6
NewLayout_L82.json,8,72,24,1.1,31.25,eng,custom,18,18,3.68,0.0,0.0,0,0,3.68,23.11,7.81,19,8
NewLayout_L82.json,9,72,24,1.1,26.81,eng,eng,18,18,3.68,0.0,0.0,0,0,3.68,18.94,8.22,13,8
NewLayout_L82.json,10,72,24,1.1,23.54,custom,custom,18,18,3.68,0.0,0.0,0,0,3.68,17.17,7.89,9,8
NewLayout_L82.json,11,72,24,1.1,42.55,eng,custom,18,18,3.68,0.0,0.0,0,0,3.68,30.86,14.58,21,10
NewLayout_L82.json,12,72,24,4.69,49.23,custom,custom,18,18,3.68,0.83,0.83,0,5,3.68,38.0,18.72,20,12
NewLayout_L82.json,13,72,24,14.82,52.1,eng,eng,18,18,3.68,7.83,5.17,2,10,3.68,43.0,20.0,21,11
NewLayout_L82.json,14,72,24,14.37,51.4,eng,custom,15,15,3.68,8.33,5.67,1,9,3.68,42.89,19.33,21,11
NewLayout_L82.json,15,72,24,24.35,66.17,custom,eng,18,18,3.68,16.89,11.28,4,9,3.68,57.0,28.17,23,12
NewLayout_L82.json,16,72,24,27.25,66.35,eng,custom,16,18,3.68,19.83,11.5,7,9,3.68,56.5,29.0,23,11
NewLayout_L82.json,17,72,24,32.84,71.44,custom,custom,13,17,3.68,24.33,15.33,6,11,3.68,57.33,33.33,23,12
NewLayout_L82.json,18,72,24,48.54,64.94,eng,eng,8,18,3.68,41.0,22.33,13,10,3.68,57.0,29.83,19,11
NewLayout_L82.json,19,72,24,63.12,75.5,custom,custom,4,17,3.68,54.17,27.17,21,12,3.68,64.39,34.28,23,14
NewLayout_L82.json,20,72,24,65.8,81.57,eng,eng,4,18,3.68,60.67,29.0,20,11,3.68,76.67,36.67,23,14
NewLayout_L82.json,21,72,24,41.92,71.33,custom,custom,3,15,3.68,37.83,19.67,8,10,3.68,65.28,34.94,17,11
NewLayout_L82.json,22,72,24,59.14,59.14,eng,eng,1,17,3.68,55.67,27.83,15,9,3.68,55.67,27.83,15,9
NewLayout_L83.json,2,69,23,1.23,1.23,eng,eng,18,18,4.12,0.0,0.0,0,0,4.12,0.0,0.0,0,0
NewLayout_L83.json,3,69,23,1.23,1.23,eng,eng,18,18,4.12,0.0,0.0,0,0,4.12,0.0,0.0,0,0
NewLayout_L83.json,4,69,23,1.23,23.12,eng,custom,18,18,4.12,0.0,0.0,0,0,4.12,15.42,2.56,22,3
NewLayout_L83.json,5,69,23,1.23,24.41,eng,custom,18,18,4.12,0.0,0.0,0,0,4.12,15.1,3.54,21,5
NewLayout_L83.json,6,69,23,1.23,29.31,eng,custom,18,18,4.12,0.0,0.0,0,0,4.12,24.22,5.61,22,4
NewLayout_L83.json,7,69,23,6.39,32.62,custom,custom,18,18,4.12,1.39,1.14,1,6,4.12,26.92,7.61,22,5
NewLayout_L83.json,8,69,23,6.19,35.47,eng,custom,18,18,4.12,1.22,0.89,2,5,4.12,30.61,9.36,22,5
NewLayout_L83.json,9,69,23,1.23,40.2,custom,custom,18,18,4.12,0.0,0.0,0,0,4.12,38.39,11.75,22,5
NewLayout_L83.json,10,69,23,34.7,45.88,custom,custom,18,18,4.12,25.58,9.69,21,7,4.12,42.78,15.61,22,6
NewLayout_L83.json,11,69,23,30.33,46.02,custom,custom,18,18,4.12,17.89,7.83,19,9,4.12,47.33,15.39,22,4
NewLayout_L83.json,12,69,23,35.17,50.06,custom,custom,17,17,4.12,26.78,11.0,19,7,4.12,48.33,18.62,22,5
NewLayout_L83.json,13,69,23,30.4,55.14,custom,custom,15,15,4.12,18.94,9.28,17,8,4.12,58.83,20.06,22,6
NewLayout_L83.json,14,69,23,45.03,57.97,custom,custom,16,16,4.12,43.67,14.5,22,6,4.12,58.44,23.5,22,5
NewLayout_L83.json,15,69,23,52.26,61.08,custom,eng,16,18,4.12,51.06,20.11,21,6,4.12,62.17,25.5,22,5
NewLayout_L83.json,16,69,23,54.0,62.67,custom,eng,14,18,4.12,54.67,20.17,22,6,4.12,66.89,25.17,22,6
NewLayout_L83.json,17,69,23,50.75,66.15,eng,custom,9,16,4.12,50.28,18.33,21,7,4.12,70.17,28.17,22,5
NewLayout_L83.json,18,69,23,45.78,66.48,custom,custom,4,14,4.12,37.17,17.0,19,10,4.12,73.5,27.5,22,5
NewLayout_L83.json,19,69,23,63.23,72.0,custom,custom,3,14,4.12,74.33,23.5,22,6,4.12,72.17,33.42,22,5
NewLayout_L83.json,20,69,23,69.52,75.28,custom,custom,2,15,4.12,82.5,27.33,22,6,4.12,81.17,33.5,22,6
NewLayout_L83.json,21,69,23,75.1,75.1,eng,eng,1,15,4.12,86.67,31.67,22,6,4.12,86.67,31.67,22,6
NewLayout_L84.json,2,102,34,1.81,1.81,eng,eng,18,18,6.03,0.0,0.0,0,0,6.03,0.0,0.0,0,0
NewLayout_L84.json,3,102,34,1.81,1.81,eng,eng,18,18,6.03,0.0,0.0,0,0,6.03,0.0,0.0,0,0
NewLayout_L84.json,4,102,34,1.81,1.81,eng,eng,18,18,6.03,0.0,0.0,0,0,6.03,0.0,0.0,0,0
NewLayout_L84.json,5,102,34,1.81,34.3,eng,eng,18,18,6.03,0.0,0.0,0,0,6.03,28.44,3.46,30,5
NewLayout_L84.json,6,102,34,1.81,36.86,eng,custom,18,18,6.03,0.0,0.0,0,0,6.03,33.98,4.86,30,4
NewLayout_L84.json,7,102,34,1.81,42.9,eng,custom,18,18,6.03,0.0,0.0,0,0,6.03,39.68,8.18,30,6
NewLayout_L84.json,8,102,34,1.81,46.13,eng,custom,18,18,6.03,0.0,0.0,0,0,6.03,49.14,9.58,30,4
NewLayout_L84.json,9,102,34,1.81,48.3,custom,eng,18,18,6.03,0.0,0.0,0,0,6.03,53.08,10.57,30,4
NewLayout_L84.json,10,102,34,7.79,53.59,eng,custom,18,18,6.03,1.87,1.32,1,7,6.03,60.22,13.72,30,4
NewLayout_L84.json,11,102,34,41.27,58.96,custom,custom,18,18,6.03,41.55,11.29,22,5,6.03,64.14,16.91,30,6
NewLayout_L84.json,12,102,34,29.57,62.58,custom,custom,18,18,6.03,19.96,9.68,11,11,6.03,69.42,19.44,30,5
NewLayout_L84.json,13,102,34,54.61,66.24,eng,custom,18,18,6.03,57.94,15.72,27,7,6.03,75.99,21.14,30,5
NewLayout_L84.json,14,102,34,50.59,72.19,custom,custom,18,18,6.03,47.23,15.21,24,10,6.03,87.39,24.17,30,4
NewLayout_L84.json,15,102,34,59.03,76.1,custom,custom,17,18,6.03,62.83,18.67,27,7,6.03,90.81,26.04,30,6
NewLayout_L84.json,16,102,34,72.98,80.83,custom,eng,17,18,6.03,90.97,23.88,30,4,6.03,95.92,29.75,30,5
NewLayout_L84.json,17,102,34,65.9,84.33,custom,custom,18,18,6.03,72.61,22.11,27,8,6.03,100.0,32.02,30,5
NewLayout_L84.json,18,102,34,81.43,86.04,custom,eng,7,16,6.03,103.56,28.56,30,4,6.03,108.0,31.33,30,5
NewLayout_L84.json,19,102,34,79.1,92.84,custom,custom,8,15,6.03,97.94,27.61,28,7,6.03,121.14,34.19,30,5
NewLayout_L84.json,20,102,34,72.83,95.34,custom,custom,6,17,6.03,81.81,26.28,27,8,6.03,122.89,36.17,30,5
NewLayout_L84.json,21,102,34,92.0,92.0,custom,custom,1,12,6.03,123.78,32.56,30,5,6.03,123.78,32.56,30,5
NewLayout_L84.json,22,102,34,95.08,104.0,eng,custom,6,18,6.03,127.0,34.67,30,5,6.03,133.22,41.22,30,6
NewLayout_L84.json,23,102,34,102.31,102.31,eng,eng,1,17,6.03,135.0,39.0,30,6,6.03,135.0,39.0,30,6
NewLayout_L85.json,2,78,26,1.67,1.67,eng,eng,18,18,5.56,0.0,0.0,0,0,5.56,0.0,0.0,0,0
NewLayout_L85.json,3,78,26,1.67,4.38,eng,custom,18,18,5.56,0.0,0.0,0,0,5.56,0.79,0.37,1,3
NewLayout_L85.json,4,78,26,1.67,4.85,eng,custom,18,18,5.56,0.0,0.0,0,0,5.56,0.64,0.39,1,4
NewLayout_L85.json,5,78,26,1.67,7.37,eng,eng,18,18,5.56,0.0,0.0,0,0,5.56,1.76,0.87,3,5
NewLayout_L85.json,6,78,26,1.67,23.71,eng,eng,18,18,5.56,0.0,0.0,0,0,5.56,13.61,4.76,17,6
NewLayout_L85.json,7,78,26,1.67,23.79,eng,eng,18,18,5.56,0.0,0.0,0,0,5.56,13.97,7.13,13,6
NewLayout_L85.json,8,78,26,3.89,36.31,custom,eng,18,18,5.56,0.73,0.4,1,2,5.56,27.33,11.44,20,6
NewLayout_L85.json,9,78,26,8.64,44.01,custom,custom,18,18,5.56,3.5,2.22,2,5,5.56,36.67,14.14,22,8
NewLayout_L85.json,10,78,26,17.94,56.09,custom,custom,18,18,5.56,8.83,6.02,6,8,5.56,46.44,20.39,26,9
NewLayout_L85.json,11,78,26,14.11,65.06,custom,eng,18,18,5.56,7.44,4.81,4,6,5.56,56.94,24.61,27,11
NewLayout_L85.json,12,78,26,36.21,70.68,custom,custom,17,18,5.56,26.05,14.93,13,8,5.56,64.0,28.11,27,11
NewLayout_L85.json,13,78,26,31.41,74.98,eng,eng,18,19,5.56,23.11,11.61,12,8,5.56,67.0,32.11,26,11
NewLayout_L85.json,14,78,26,48.8,82.37,eng,custom,11,18,5.56,37.22,20.67,18,9,5.56,72.0,38.0,26,11
NewLayout_L85.json,15,78,26,53.23,85.07,custom,custom,8,14,5.56,40.14,23.22,18,11,5.56,70.22,42.33,25,10
NewLayout_L85.json,16,78,26,68.14,86.12,custom,custom,4,15,5.56,67.17,25.72,26,10,5.56,76.72,39.33,26,13
NewLayout_L85.json,17,78,26,64.96,86.29,custom,eng,4,18,5.56,56.22,28.22,22,10,5.56,80.17,40.67,24,11
NewLayout_L85.json,19,78,26,58.26,58.26,custom,custom,1,15,5.56,51.72,29.78,13,7,5.56,51.72,29.78,13,7
NewLayout_L86.json,2,69,23,1.47,1.47,eng,eng,18,18,4.9,0.0,0.0,0,0,4.9,0.0,0.0,0,0
NewLayout_L86.json,3,69,23,1.47,1.47,eng,eng,18,18,4.9,0.0,0.0,0,0,4.9,0.0,0.0,0,0
NewLayout_L86.json,4,69,23,1.47,1.47,eng,eng,18,18,4.9,0.0,0.0,0,0,4.9,0.0,0.0,0,0
NewLayout_L86.json,5,69,23,1.47,5.08,eng,eng,18,18,4.9,0.0,0.0,0,0,4.9,0.38,0.3,2,4
NewLayout_L86.json,6,69,23,1.47,17.31,eng,custom,18,18,4.9,0.0,0.0,0,0,4.9,9.97,3.25,11,6
NewLayout_L86.json,7,69,23,1.47,37.74,eng,custom,18,18,4.9,0.0,0.0,0,0,4.9,26.51,8.52,28,6
NewLayout_L86.json,8,69,23,1.47,40.46,eng,custom,18,18,4.9,0.0,0.0,0,0,4.9,27.94,10.31,28,7
NewLayout_L86.json,9,69,23,8.21,55.11,eng,custom,18,18,4.9,2.5,1.89,1,7,4.9,40.11,16.61,35,8
NewLayout_L86.json,10,69,23,11.33,56.78,eng,eng,18,18,4.9,5.83,4.31,3,4,4.9,44.19,16.56,35,9
NewLayout_L86.json,11,69,23,1.47,60.78,eng,eng,19,19,4.9,0.0,0.0,0,0,4.9,47.94,21.22,32,9
NewLayout_L86.json,12,69,23,19.59,70.54,eng,eng,17,17,4.9,10.83,7.17,7,7,4.9,52.67,30.17,31,9
NewLayout_L86.json,13,69,23,45.18,72.84,custom,eng,12,15,4.9,35.22,16.44,22,7,4.9,57.0,30.67,31,10
NewLayout_L86.json,14,69,23,36.12,83.17,custom,eng,15,17,4.9,24.61,13.67,16,8,4.9,75.67,33.0,35,10
NewLayout_L86.json,15,69,23,46.77,89.64,eng,custom,12,16,4.9,35.33,20.0,17,9,4.9,72.78,40.33,35,10
